Tablet,Office,Cust_498,Germany,05-06-2023,2,1456,0.28,672,2096.64,1424.64,67.94871795,815.36
Tablet,Accessories,Cust_493,USA,01-10-2023,7,1062,0.25,907,5575.5,4668.5,83.73240068,1858.5
Printer,Office,Cust_281,Canada,27-12-2022,2,618,0.1,261,1112.4,851.4,76.53721683,123.6
Keyboard,Electronics,Cust_394,India,13-02-2023,4,1442,0.23,370,4441.36,4071.36,91.66921844,1326.64
Keyboard,Accessories,Cust_398,Canada,07-01-2023,4,300,0.02,944,1176,232,19.72789116,24
Printer,Accessories,Cust_218,India,27-01-2024,6,1591,0.24,922,7254.96,6332.96,87.29145302,2291.04
Monitor,Office,Cust_494,UK,17-09-2024,1,826,0.03,824,801.22,-22.78,-2.843164175,24.78
Monitor,Accessories,Cust_417,Australia,13-11-2024,2,1172,0.25,1046,1758,712,40.50056883,586
Keyboard,Office,Cust_280,India,08-05-2024,9,735,0.01,66,6548.85,6482.85,98.99218947,66.15
Laptop,Office,Cust_311,Germany,02-02-2023,6,1021,0.09,446,5574.66,5128.66,91.99951208,551.34
Monitor,Office,Cust_440,Australia,27-10-2023,1,763,0.2,675,610.4,-64.6,-10.58322412,152.6
Phone,Accessories,Cust_146,Germany,27-12-2022,5,143,0.23,482,550.55,68.55,12.45118518,164.45
Headphones,Electronics,Cust_389,Germany,30-11-2022,6,821,0.17,462,40885.8,40423.8,98.87002333,837.42
Laptop,Electronics,Cust_376,Germany,24-03-2024,8,688,0.28,106,3962.88,3856.88,97.32517765,1541.12
Monitor,Electronics,Cust_242,USA,04-12-2024,3,247,0.26,1086,548.34,-537.66,-98.05230332,192.66
Phone,Accessories,Cust_173,UK,04-12-2023,6,515,0.15,33,2626.5,2593.5,98.7435751,463.5
Printer,Accessories,Cust_467,Canada,04-09-2024,3,262,0.3,665,550.2,-114.8,-20.86513995,235.8
Headphones,Office,Cust_400,UK,01-08-2024,6,1756,0.05,643,10009.2,9366.2,93.57591016,526.8
Headphones,Electronics,Cust_152,UK,15-09-2023,6,1987,0.14,121,10252.92,10131.92,98.81984839,1669.08
Phone,Office,Cust_293,Australia,25-01-2024,1,776,0.21,1491,613.04,-877.96,-143.2141459,162.96
Printer,Electronics,Cust_204,India,12-07-2024,2,706,0.09,38,1284.92,1246.92,97.04261744,127.08
Phone,Office,Cust_403,USA,16-07-2023,7,1782,0.07,930,11600.82,10670.82,91.98332532,873.18
Phone,Accessories,Cust_386,Australia,06-06-2024,2,1925,0.28,348,2772,2424,87.44588745,1078
Mouse,Electronics,Cust_186,Australia,10-03-2022,6,421,0.12,966,2222.88,1256.88,56.54286331,303.12
Monitor,Accessories,Cust_158,UK,12-08-2023,7,563,0.21,1452,3113.39,1661.39,53.36273323,827.61
Keyboard,Electronics,Cust_269,India,09-09-2023,9,923,0.02,432,8140.86,7708.86,94.69343534,166.14
Tablet,Accessories,Cust_141,UK,12-08-2023,7,1806,0.25,973,9481.5,8508.5,89.73791067,3160.5
Headphones,Electronics,Cust_337,UK,09-04-2023,1,468,0.06,932,4399.2,3467.2,78.81432988,28.08
Printer,Accessories,Cust_187,India,28-11-2024,2,1918,0.22,1425,2992.08,1567.08,52.37426807,843.92
Printer,Accessories,Cust_167,India,01-02-2022,2,108,0.15,257,183.6,-73.4,-39.97821351,32.4
Keyboard,Office,Cust_234,USA,16-07-2023,2,794,0.18,331,1302.16,971.16,74.58069669,285.84
Mouse,Accessories,Cust_281,Germany,23-05-2022,9,646,0.12,946,5116.32,4170.32,81.51014792,697.68
Headphones,Electronics,Cust_79,Australia,13-06-2023,8,1276,0.05,842,9697.6,8855.6,91.31743937,510.4
Printer,Office,Cust_290,India,13-11-2022,1,567,0.22,475,442.26,-32.74,-7.402885181,124.74
Monitor,Electronics,Cust_229,UK,05-07-2022,1,397,0.04,387,381.12,-5.88,-1.542821159,15.88
Headphones,Accessories,Cust_318,UK,27-05-2022,9,1165,0.11,1241,9331.65,8090.65,86.70117289,1153.35
Printer,Office,Cust_447,Australia,13-06-2024,6,771,0,860,4626,3766,81.40942499,0
Printer,Office,Cust_439,Germany,20-08-2024,7,1585,0.2,766,8876,8110,91.36998648,2219
Printer,Office,Cust_153,India,06-04-2023,7,1726,0.15,717,10269.7,9552.7,93.01829654,1812.3
Phone,Office,Cust_72,India,06-02-2023,7,319,0.24,702,1697.08,995.08,58.63483159,535.92
Printer,Office,Cust_394,Germany,15-08-2024,1,1378,0.21,1226,1088.62,-137.38,-12.61964689,289.38
Monitor,Office,Cust_310,Canada,30-10-2023,6,834,0.14,545,4303.44,3758.44,87.33571283,700.56
Keyboard,Accessories,Cust_482,Australia,20-09-2024,4,372,0.21,485,1175.52,690.52,58.74166326,312.48
Laptop,Accessories,Cust_428,Germany,10-05-2024,2,414,0.22,1446,645.84,-800.16,-123.894463,182.16
Laptop,Office,Cust_375,USA,26-02-2022,9,135,0.08,195,1117.8,922.8,82.55501879,97.2
Printer,Accessories,Cust_182,Australia,19-06-2023,9,1994,0.08,294,16510.32,16216.32,98.21929557,1435.68
Laptop,Accessories,Cust_40,Germany,23-11-2024,9,326,0.07,1395,2728.62,1333.62,48.87525562,205.38
Printer,Electronics,Cust_266,USA,08-07-2023,1,1972,0.2,422,1577.6,1155.6,73.2505071,394.4
Tablet,Office,Cust_181,India,03-07-2023,4,599,0.21,47,1892.84,1845.84,97.51695864,503.16
Phone,Office,Cust_91,Canada,29-11-2023,6,761,0.25,815,3424.5,2609.5,76.20090524,1141.5
Monitor,Office,Cust_347,USA,05-01-2023,8,707,0.05,917,5373.2,4456.2,82.9338197,282.8
Phone,Accessories,Cust_163,UK,22-09-2022,7,558,0.24,1339,2968.56,1629.56,54.89395532,937.44
Headphones,Electronics,Cust_476,Germany,07-03-2024,4,1684,0.29,786,4782.56,3996.56,83.56528721,1953.44
Monitor,Accessories,Cust_385,USA,14-07-2022,2,1779,0.25,506,2668.5,2162.5,81.03803635,889.5
Laptop,Electronics,Cust_389,India,20-03-2023,6,1344,0.09,366,7338.24,6972.24,95.01242805,725.76
Mouse,Office,Cust_490,USA,21-03-2022,1,544,0.11,1182,484.16,-697.84,-144.1341705,59.84
Laptop,Accessories,Cust_491,Germany,25-09-2022,6,242,0.12,163,1277.76,1114.76,87.24330078,174.24
Phone,Accessories,Cust_151,Germany,27-12-2023,1,1300,0.15,1055,1105,50,4.524886878,195
Tablet,Office,Cust_105,Germany,11-12-2022,1,894,0.19,616,724.14,108.14,14.93357638,169.86
Headphones,Office,Cust_181,Australia,22-06-2024,6,974,0.04,627,5610.24,4983.24,88.82400753,233.76
Phone,Office,Cust_219,Canada,28-11-2023,7,418,0.01,381,2896.74,2515.74,86.8472835,29.26
Laptop,Accessories,Cust_105,India,03-12-2023,2,153,0.24,746,232.56,-513.44,-220.7774338,73.44
Keyboard,Office,Cust_420,Australia,25-02-2023,5,1192,0.01,942,5900.4,4958.4,84.03498068,59.6
Mouse,Accessories,Cust_495,UK,29-01-2024,4,1716,0.29,517,4873.44,4356.44,89.39147707,1990.56
Phone,Accessories,Cust_421,Germany,29-03-2022,8,650,0.24,632,3952,3320,84.00809717,1248
Headphones,Office,Cust_428,Germany,03-02-2022,4,1749,0.27,1263,5107.08,3844.08,75.2696257,1888.92
Phone,Office,Cust_105,Canada,20-05-2024,3,1692,0.18,1251,4162.32,2911.32,69.94464625,913.68
Printer,Accessories,Cust_203,Australia,10-12-2024,2,971,0.14,704,1670.12,966.12,57.84734031,271.88
Laptop,Office,Cust_85,USA,01-05-2023,9,301,0.2,907,2167.2,1260.2,58.14876338,541.8
Printer,Accessories,Cust_368,Australia,23-07-2023,1,1954,0.05,536,1856.3,1320.3,71.12535689,97.7
Headphones,Office,Cust_443,Australia,12-11-2024,6,1905,0.27,333,8343.9,8010.9,96.00906051,3086.1
Laptop,Electronics,Cust_322,USA,12-07-2024,4,1390,0.04,1025,5337.6,4312.6,80.79661271,222.4
Monitor,Accessories,Cust_456,Germany,12-12-2023,1,1791,0.08,469,1647.72,1178.72,71.53642609,143.28
Headphones,Office,Cust_340,India,20-03-2023,6,1530,0.22,1468,7160.4,5692.4,79.49835205,2019.6
Phone,Electronics,Cust_147,Germany,05-10-2022,4,459,0.17,1240,1523.88,283.88,18.62876342,312.12
Headphones,Accessories,Cust_360,Canada,19-02-2022,6,949,0.23,410,4384.38,3974.38,90.64862079,1309.62
Phone,Accessories,Cust_330,India,08-08-2024,1,1010,0.17,675,838.3,163.3,19.4798998,171.7
Laptop,Accessories,Cust_254,India,22-05-2022,4,1393,0.15,243,4736.2,4493.2,94.86930451,835.8
Phone,Office,Cust_431,Germany,27-04-2023,4,473,0.28,43,1362.24,1319.24,96.84343434,529.76
Monitor,Electronics,Cust_219,India,04-08-2022,7,1971,0.2,482,11037.6,10555.6,95.63310865,2759.4
Printer,Office,Cust_217,Germany,14-12-2023,6,1471,0.16,1137,7413.84,6276.84,84.66381794,1412.16
Monitor,Accessories,Cust_55,Canada,09-09-2024,4,70,0.23,1453,215.6,-1237.4,-573.9332096,64.4
Laptop,Electronics,Cust_302,USA,19-07-2024,8,1036,0.01,887,8205.12,7318.12,89.18967669,82.88
Monitor,Accessories,Cust_406,Germany,09-10-2023,9,1749,0.02,1134,15426.18,14292.18,92.64886057,314.82
Laptop,Accessories,Cust_11,Australia,12-10-2023,8,1450,0.09,203,10556,10353,98.07692308,1044
Keyboard,Office,Cust_308,UK,06-01-2023,6,1599,0.1,915,8634.6,7719.6,89.40309916,959.4
Laptop,Office,Cust_496,India,22-12-2023,2,1444,0.15,888,2454.8,1566.8,63.8259736,433.2
Headphones,Electronics,Cust_492,Canada,01-01-2022,5,957,0.04,372,4593.6,4221.6,91.90177638,191.4
Headphones,Electronics,Cust_200,Germany,05-01-2024,3,1619,0.06,108,4565.58,4457.58,97.6344736,291.42
Tablet,Office,Cust_330,Germany,03-02-2023,4,1599,0.14,729,5500.56,4771.56,86.74680396,895.44
Monitor,Office,Cust_358,UK,05-01-2024,7,1163,0.01,1348,8059.59,6711.59,83.27458345,81.41
Printer,Electronics,Cust_77,India,14-10-2023,4,1423,0.22,540,4439.76,3899.76,87.83718039,1252.24
Headphones,Accessories,Cust_70,Australia,09-01-2022,1,1502,0.03,1496,1456.94,-39.06,-2.680961467,45.06
Phone,Accessories,Cust_356,Australia,23-09-2023,6,895,0.06,973,5047.8,4074.8,80.72427592,322.2
Printer,Accessories,Cust_454,UK,24-06-2022,6,563,0.09,864,3073.98,2209.98,71.89311577,304.02
Mouse,Office,Cust_438,Australia,31-07-2024,9,383,0.19,978,2792.07,1814.07,64.97222491,654.93
Mouse,Office,Cust_316,Australia,26-09-2023,7,772,0.05,100,5133.8,5033.8,98.05212513,270.2
Printer,Office,Cust_93,Germany,19-02-2023,1,114,0.17,278,94.62,-183.38,-193.8068062,19.38
Monitor,Office,Cust_293,Australia,08-11-2022,6,1491,0.03,1130,8677.62,7547.62,86.97799627,268.38
Monitor,Accessories,Cust_410,India,23-05-2022,4,1416,0.3,85,3964.8,3879.8,97.85613398,1699.2
Mouse,Electronics,Cust_320,USA,25-04-2022,7,1394,0.12,1226,8587.04,7361.04,85.72267044,1170.96
Laptop,Accessories,Cust_353,USA,19-06-2022,4,615,0.04,1367,2361.6,994.6,42.11551491,98.4
Phone,Electronics,Cust_377,Australia,24-07-2023,6,1232,0.3,728,5174.4,4446.4,85.93073593,2217.6
Tablet,Office,Cust_241,Germany,13-11-2024,3,1490,0.11,68,3978.3,3910.3,98.2907272,491.7
Laptop,Office,Cust_77,USA,19-09-2022,8,1382,0.28,1015,7960.32,6945.32,87.24925631,3095.68
Laptop,Electronics,Cust_225,India,30-09-2024,7,1270,0.11,708,7912.1,7204.1,91.05168034,977.9
Printer,Accessories,Cust_4,Australia,22-04-2022,2,1309,0.22,1427,2042.04,615.04,30.11890071,575.96
Printer,Office,Cust_214,India,28-01-2022,6,1740,0.09,1008,9500.4,8492.4,89.38992042,939.6
Headphones,Office,Cust_13,UK,29-11-2024,4,1507,0,35,6028,5993,99.41937624,0
Monitor,Electronics,Cust_209,USA,12-08-2023,5,620,0.23,155,2387,2232,93.50649351,713
Phone,Office,Cust_387,India,01-12-2023,1,1855,0.09,709,1688.05,979.05,57.99887444,166.95
Printer,Accessories,Cust_449,Canada,29-04-2023,7,1240,0.04,904,8332.8,7428.8,89.15130568,347.2
Headphones,Office,Cust_154,Germany,19-01-2022,1,1518,0.07,1188,1411.74,223.74,15.84852735,106.26
Headphones,Accessories,Cust_48,UK,30-06-2024,6,201,0.04,895,1157.76,262.76,22.69555003,48.24
Tablet,Office,Cust_414,Canada,28-10-2022,2,1905,0.13,640,3314.7,2674.7,80.69206866,495.3
Headphones,Electronics,Cust_23,India,25-12-2022,7,458,0.27,1034,2340.38,1306.38,55.81914048,865.62
Mouse,Office,Cust_226,Canada,17-03-2023,7,791,0.1,1349,4983.3,3634.3,72.92958481,553.7
Monitor,Office,Cust_384,USA,19-01-2024,2,366,0.11,784,651.48,-132.52,-20.34137656,80.52
Keyboard,Electronics,Cust_15,USA,24-01-2023,3,426,0.05,1411,1214.1,-196.9,-16.21777448,63.9
Tablet,Electronics,Cust_204,Germany,25-12-2024,3,256,0.06,1497,721.92,-775.08,-107.3636968,46.08
Phone,Accessories,Cust_129,UK,06-04-2022,8,142,0.08,707,1045.12,338.12,32.35226577,90.88
Laptop,Office,Cust_139,UK,13-06-2022,8,1067,0.08,666,7853.12,7187.12,91.51929424,682.88
Keyboard,Accessories,Cust_265,USA,31-12-2022,8,1113,0.01,97,8814.96,8717.96,98.89959796,89.04
Mouse,Accessories,Cust_152,USA,29-06-2023,6,507,0.16,505,2555.28,2050.28,80.23699947,486.72
Tablet,Electronics,Cust_434,Australia,23-09-2024,3,281,0.18,433,691.26,258.26,37.36076151,151.74
Tablet,Office,Cust_331,Germany,09-10-2022,7,1622,0.07,1167,10559.22,9392.22,88.9480473,794.78
Tablet,Electronics,Cust_399,USA,03-01-2024,4,1676,0.15,856,5698.4,4842.4,84.97823951,1005.6
Keyboard,Office,Cust_241,Canada,13-07-2024,4,145,0.21,1461,458.2,-1002.8,-218.8563946,121.8
Keyboard,Electronics,Cust_343,Australia,17-01-2022,1,1345,0.07,1314,1250.85,-63.15,-5.048566974,94.15
Monitor,Accessories,Cust_412,Germany,02-11-2023,6,443,0.01,782,2631.42,1849.42,70.28220505,26.58
Keyboard,Electronics,Cust_281,Australia,18-12-2022,5,174,0.27,725,635.1,-89.9,-14.15525114,234.9
Laptop,Electronics,Cust_29,USA,19-04-2023,2,1506,0.25,1136,2259,1123,49.71226206,753
Phone,Accessories,Cust_190,India,08-03-2024,1,853,0.02,860,835.94,-24.06,-2.878197,17.06
Mouse,Accessories,Cust_207,Australia,23-03-2024,3,718,0.06,517,2024.76,1507.76,74.46610956,129.24
Printer,Office,Cust_271,UK,07-04-2022,6,813,0.23,826,3756.06,2930.06,78.008871,1121.94
Keyboard,Accessories,Cust_441,USA,17-05-2022,2,817,0.03,569,1584.98,1015.98,64.10049338,49.02
Phone,Accessories,Cust_282,Germany,16-01-2022,2,396,0.22,1034,617.76,-416.24,-67.37891738,174.24
Headphones,Office,Cust_78,Canada,20-05-2022,5,688,0.27,528,2511.2,1983.2,78.9741956,928.8
Mouse,Electronics,Cust_455,UK,26-03-2024,7,1109,0,267,6443.29,6176.29,95.85615423,0
Mouse,Electronics,Cust_221,Germany,13-03-2023,4,917,0.15,363,3117.8,2754.8,88.35717493,550.2
Monitor,Office,Cust_173,UK,17-10-2023,4,766,0.17,1126,2543.12,1417.12,55.723678,520.88
Keyboard,Office,Cust_17,Canada,14-06-2023,7,1748,0.26,1033,9054.64,8021.64,88.59148459,3181.36
Monitor,Office,Cust_92,India,18-06-2024,7,1833,0.1,36,11547.9,11511.9,99.68825501,1283.1
Printer,Electronics,Cust_4,Australia,16-11-2022,1,432,0.04,490,414.72,-75.28,-18.15200617,17.28
Monitor,Electronics,Cust_313,Australia,25-01-2024,6,1413,0.18,481,6951.96,6470.96,93.08108792,1526.04
Printer,Accessories,Cust_173,USA,19-09-2024,2,207,0.25,1374,310.5,-1063.5,-342.5120773,103.5
Phone,Office,Cust_454,UK,16-12-2023,9,414,0.09,519,33906.6,33387.6,98.46932456,335.34
Laptop,Office,Cust_1,India,06-11-2022,7,873,0.02,95,5988.78,5893.78,98.41370029,122.22
Laptop,Electronics,Cust_432,UK,04-07-2024,3,682,0.2,989,1636.8,647.8,39.57722385,409.2
Headphones,Electronics,Cust_483,Germany,03-02-2023,8,704,0.16,123,4730.88,4607.88,97.40006088,901.12
Tablet,Electronics,Cust_310,UK,04-01-2023,6,532,0.25,1233,2394,1161,48.4962406,798
Laptop,Electronics,Cust_119,Canada,13-02-2022,8,568,0,1306,3862.4,2556.4,66.18682684,0
Keyboard,Electronics,Cust_396,Australia,30-07-2024,7,650,0.12,282,4004,3722,92.95704296,546
Mouse,Electronics,Cust_498,Germany,18-09-2024,6,228,0.22,644,1067.04,423.04,39.64612386,300.96
Phone,Office,Cust_163,Canada,29-07-2023,6,1611,0.13,643,8409.42,7766.42,92.35381275,1256.58
Printer,Office,Cust_192,India,09-02-2023,8,282,0.11,35,2007.84,1972.84,98.25683321,248.16
Printer,Office,Cust_213,Australia,02-01-2024,7,1312,0.05,1451,8724.8,7273.8,83.36924629,459.2
Mouse,Office,Cust_247,Canada,15-07-2023,3,1656,0.29,1121,3527.28,2406.28,68.21913769,1440.72
Phone,Electronics,Cust_126,Australia,13-08-2023,9,686,0.02,744,6050.52,5306.52,87.70353622,123.48
Keyboard,Accessories,Cust_425,Canada,19-07-2023,5,311,0.1,1437,1399.5,-37.5,-2.679528403,155.5
Laptop,Electronics,Cust_142,Germany,02-10-2024,2,1434,0.13,1239,2495.16,1256.16,50.34386572,372.84
Headphones,Electronics,Cust_46,UK,25-03-2024,6,1823,0,348,10500.48,10152.48,96.68586579,0
Laptop,Accessories,Cust_450,Germany,04-10-2023,4,1889,0.09,541,6875.96,6334.96,92.13200775,680.04
Keyboard,Accessories,Cust_42,USA,18-04-2024,4,621,0.2,613,1987.2,1374.2,69.15257649,496.8
Keyboard,Accessories,Cust_42,USA,29-05-2024,3,1905,0.22,1187,4457.7,3270.7,73.37191825,1257.3
Laptop,Office,Cust_302,USA,14-03-2024,7,1644,0.04,1104,11047.68,9943.68,90.00695169,460.32
Tablet,Electronics,Cust_207,Australia,21-05-2023,3,168,0.13,238,438.48,200.48,45.72158365,65.52
Laptop,Office,Cust_228,USA,06-11-2022,4,578,0.08,563,2127.04,1564.04,73.53129231,184.96
Tablet,Electronics,Cust_331,Canada,19-09-2022,2,862,0.2,847,1379.2,532.2,38.58758701,344.8
Tablet,Office,Cust_84,India,22-09-2022,2,418,0.24,466,635.36,169.36,26.65575422,200.64
Mouse,Office,Cust_230,India,28-10-2023,4,818,0.23,272,2519.44,2247.44,89.20395008,752.56
Mouse,Accessories,Cust_251,Canada,30-06-2024,6,1655,0.26,668,7348.2,6680.2,90.90933834,2581.8
Phone,Electronics,Cust_113,Australia,09-08-2024,3,628,0.2,938,1507.2,569.2,37.76539278,376.8
Headphones,Accessories,Cust_173,Australia,27-06-2023,1,67,0.08,830,61.64,-768.36,-1246.528228,5.36
Printer,Office,Cust_69,UK,15-01-2022,3,1224,0.08,497,3378.24,2881.24,85.2881974,293.76
Mouse,Electronics,Cust_345,Canada,28-01-2022,5,746,0.16,972,3133.2,2161.2,68.97740329,596.8
Printer,Electronics,Cust_197,Australia,18-05-2024,9,1513,0.18,1061,11165.94,10104.94,90.49788912,2451.06
Tablet,Electronics,Cust_471,Canada,28-03-2024,8,1009,0.22,1442,6296.16,4854.16,77.09715128,1775.84
Mouse,Office,Cust_181,India,11-08-2023,5,1193,0.18,936,4891.3,3955.3,80.86398299,1073.7
Laptop,Office,Cust_86,India,07-01-2023,3,852,0.17,980,2121.48,1141.48,53.80583366,434.52
Printer,Office,Cust_397,Germany,06-02-2023,6,78,0.18,576,383.76,-192.24,-50.09380863,84.24
Printer,Electronics,Cust_439,Australia,14-12-2022,6,538,0.15,816,2743.8,1927.8,70.26022305,484.2
Printer,Electronics,Cust_96,India,29-05-2023,8,1825,0.28,513,10512,9999,95.11986301,4088
Mouse,Electronics,Cust_350,Germany,22-07-2022,1,492,0.22,358,383.76,25.76,6.712528664,108.24
Laptop,Electronics,Cust_146,UK,23-03-2023,4,1631,0.01,1380,6458.76,5078.76,78.63366962,65.24
Tablet,Accessories,Cust_42,Australia,30-08-2023,6,1794,0.11,510,9579.96,9069.96,94.67638696,1184.04
Tablet,Accessories,Cust_171,Canada,10-02-2023,7,1998,0.13,281,12167.82,11886.82,97.69062987,1818.18
Monitor,Electronics,Cust_18,Australia,02-05-2023,4,1388,0.23,451,4275.04,3824.04,89.45039111,1276.96
Phone,Office,Cust_167,Germany,24-10-2023,1,340,0.22,996,265.2,-730.8,-275.5656109,74.8
Laptop,Office,Cust_438,USA,09-06-2024,6,1902,0.26,1114,8444.88,7330.88,86.80857514,2967.12
Laptop,Electronics,Cust_7,Canada,21-12-2022,8,1650,0.09,561,12012,11451,95.32967033,1188
Tablet,Accessories,Cust_338,Germany,20-07-2024,5,358,0.08,1432,1646.8,214.8,13.04347826,143.2
Tablet,Electronics,Cust_357,Germany,29-06-2024,9,1763,0.02,1115,15549.66,14434.66,92.82942521,317.34
Mouse,Electronics,Cust_296,Australia,16-11-2023,3,680,0.2,87,1632,1545,94.66911765,408
Mouse,Accessories,Cust_289,Canada,16-09-2024,3,1370,0.16,1352,3452.4,2100.4,60.83883675,657.6
Printer,Electronics,Cust_379,UK,20-04-2022,5,913,0.29,354,3241.15,2887.15,89.07795073,1323.85
Headphones,Electronics,Cust_239,Canada,05-03-2022,2,865,0.05,701,1643.5,942.5,57.34712504,86.5
Laptop,Electronics,Cust_257,USA,20-09-2022,6,806,0.21,320,3820.44,3500.44,91.62400142,1015.56
Keyboard,Electronics,Cust_197,Australia,27-07-2024,1,1334,0.26,1282,987.16,-294.84,-29.86749868,346.84
Phone,Electronics,Cust_184,Australia,12-07-2024,5,558,0.13,494,2427.3,1933.3,79.64816875,362.7
Tablet,Accessories,Cust_353,Germany,01-02-2023,1,353,0.11,660,314.17,-345.83,-110.0773467,38.83
Printer,Accessories,Cust_389,India,12-03-2024,7,1511,0.21,431,8355.83,7924.83,94.84192474,2221.17
Phone,Electronics,Cust_275,Canada,25-11-2023,7,639,0.07,698,4159.89,3461.89,83.22071016,313.11
Headphones,Office,Cust_442,Canada,23-03-2023,9,1860,0.21,1326,13224.6,11898.6,89.9732317,3515.4
Keyboard,Accessories,Cust_420,Australia,02-07-2024,5,1067,0.18,1197,4374.7,3177.7,72.63812376,960.3
Printer,Office,Cust_402,UK,29-11-2024,1,70,0.08,267,64.4,-202.6,-314.5962733,5.6
Phone,Accessories,Cust_49,UK,31-10-2023,4,1177,0.29,1111,3342.68,2231.68,66.763196,1365.32
Phone,Electronics,Cust_45,UK,22-02-2022,9,1332,0.08,1047,11028.96,9981.96,90.50681116,959.04
Monitor,Accessories,Cust_311,India,20-12-2023,6,1756,0.16,943,8850.24,7907.24,89.34492172,1685.76
Headphones,Office,Cust_412,Germany,08-02-2023,9,1803,0.28,1384,11683.44,10299.44,88.15417377,4543.56
Phone,Accessories,Cust_464,UK,26-04-2024,2,1515,0.28,701,2181.6,1480.6,67.8676201,848.4
Laptop,Electronics,Cust_391,UK,29-04-2024,7,320,0.23,644,1724.8,1080.8,62.66233766,515.2
Keyboard,Electronics,Cust_73,India,04-07-2023,7,1130,0.28,1069,5695.2,4626.2,81.22980756,2214.8
Printer,Accessories,Cust_131,UK,28-03-2022,5,98,0.08,898,450.8,-447.2,-99.2014197,39.2
Tablet,Accessories,Cust_254,India,10-06-2022,2,607,0.13,496,1056.18,560.18,53.03830786,157.82
Keyboard,Electronics,Cust_325,UK,23-06-2022,8,881,0.02,407,6907.04,6500.04,94.10746137,140.96
Printer,Accessories,Cust_261,Canada,16-06-2022,1,1850,0.16,567,1554,987,63.51351351,296
Headphones,Electronics,Cust_260,Australia,09-11-2024,9,713,0.27,1452,4684.41,3232.41,69.00356715,1732.59
Headphones,Accessories,Cust_271,Germany,20-11-2022,9,1110,0.22,1476,7792.2,6316.2,81.05798106,2197.8
Phone,Accessories,Cust_207,UK,12-10-2022,8,159,0.16,346,1068.48,722.48,67.61755016,203.52
Keyboard,Electronics,Cust_262,Germany,07-05-2024,6,708,0.18,893,3483.36,2590.36,74.36383262,764.64
Mouse,Accessories,Cust_477,USA,19-10-2022,1,1737,0.28,398,1250.64,852.64,68.17629374,486.36
Printer,Electronics,Cust_408,India,26-04-2022,1,385,0.24,407,292.6,-114.4,-39.09774436,92.4
Keyboard,Accessories,Cust_196,India,27-01-2024,2,297,0.07,712,552.42,-159.58,-28.88744072,41.58
Headphones,Office,Cust_10,Germany,18-06-2022,2,1467,0.23,1323,2259.18,936.18,41.43892917,674.82
Mouse,Accessories,Cust_403,Germany,04-09-2023,5,1770,0.1,684,7965,7281,91.41242938,885
Monitor,Office,Cust_452,India,26-04-2023,5,1833,0.22,312,7148.7,6836.7,95.6355701,2016.3
Headphones,Office,Cust_291,Germany,29-09-2023,4,1379,0.27,1188,4026.68,2838.68,70.49678643,1489.32
Phone,Accessories,Cust_134,India,18-04-2023,4,426,0.02,666,1669.92,1003.92,60.11784996,34.08
Mouse,Electronics,Cust_80,Germany,09-04-2024,5,304,0.29,439,1079.2,640.2,59.32171979,440.8
Keyboard,Office,Cust_476,Germany,22-08-2022,3,692,0.01,1323,2055.24,732.24,35.62795586,20.76
Laptop,Accessories,Cust_108,Australia,24-12-2024,3,380,0.22,741,889.2,148.2,16.66666667,250.8
Tablet,Office,Cust_381,Canada,01-06-2024,2,361,0.15,792,613.7,-178.3,-29.05328336,108.3
Headphones,Accessories,Cust_159,UK,20-10-2022,7,1183,0.14,977,7121.66,6144.66,86.28128835,1159.34
Headphones,Accessories,Cust_364,India,02-02-2022,7,576,0.1,507,3628.8,3121.8,86.02843915,403.2
Tablet,Accessories,Cust_90,USA,02-06-2022,6,1730,0.06,329,9757.2,9428.2,96.62813102,622.8
Keyboard,Office,Cust_110,UK,07-05-2023,9,1124,0.08,1442,9306.72,7864.72,84.50581945,809.28
Printer,Accessories,Cust_75,Canada,11-03-2024,4,1401,0.14,690,4819.44,4129.44,85.68298392,784.56
Monitor,Office,Cust_436,UK,16-08-2022,1,1408,0.2,1091,1126.4,35.4,3.142755682,281.6
Tablet,Accessories,Cust_210,USA,02-09-2022,6,168,0.19,686,816.48,130.48,15.98079561,191.52
Headphones,Accessories,Cust_219,Germany,17-08-2024,4,404,0.04,838,1551.36,713.36,45.98287954,64.64
Printer,Electronics,Cust_242,USA,09-05-2024,7,1470,0.07,1007,9569.7,8562.7,89.47720409,720.3
Keyboard,Office,Cust_341,Germany,04-03-2024,5,1509,0.14,251,6488.7,6237.7,96.13173671,1056.3
Keyboard,Accessories,Cust_297,Canada,28-12-2023,6,627,0.02,1145,3686.76,2541.76,68.94292007,75.24
Keyboard,Office,Cust_474,Canada,17-07-2022,6,358,0.19,93,1739.88,1646.88,94.65480378,408.12
Mouse,Electronics,Cust_23,Canada,12-10-2024,5,624,0.02,1380,3057.6,1677.6,54.86656201,62.4
Phone,Office,Cust_494,UK,02-12-2023,9,376,0.24,921,2571.84,1650.84,64.18906308,812.16
Laptop,Office,Cust_47,USA,07-10-2024,5,400,0.17,1125,1660,535,32.22891566,340
Monitor,Electronics,Cust_337,Canada,03-10-2024,6,822,0.23,359,3797.64,3438.64,90.54676062,1134.36
Mouse,Accessories,Cust_26,India,23-11-2023,5,859,0.18,253,3521.9,3268.9,92.81637752,773.1
Headphones,Electronics,Cust_393,Germany,02-03-2023,2,516,0.18,1471,846.24,-624.76,-73.82775572,185.76
