Product,Category,Customer,Region,Date,Quantity,Unit Price,Discount,Cost,Sales
Laptop,Office,Cust_477,Canada,25-06-2022,3,1262,0.07,624,3520.98
Monitor,Electronics,Cust_213,UK,16-03-2022,1,1463,0.13,965,1272.81
Laptop,Electronics,Cust_283,UK,24-06-2023,6,872,0.02,1486,5127.36
Mouse,Office,Cust_380,Australia,08-05-2024,7,1170,0.09,227,7452.9
Tablet,Office,Cust_276,USA,18-10-2023,3,372,0.05,263,1060.2
Monitor,Electronics,Cust_222,USA,08-01-2024,5,1014,,651,4917.9
Printer,Electronics,Cust_295,UK,09-02-2023,2,1567,0.19,181,2538.54
Keyboard,Electronics,Cust_227,Germany,25-09-2023,2,369,0.21,1467,583.02
Phone,Office,Cust_201,India,16-02-2023,1,622,0.22,1177,485.16
Laptop,Accessories,Cust_466,Australia,04-07-2023,3,1315,0.1,272,3550.5
Headphones,Accessories,Cust_169,USA,27-08-2022,5,1370,0.03,729,6644.5
Keyboard,Office,Cust_329,India,02-12-2024,4,1430,0.05,209,5434
Monitor,Accessories,Cust_138,Australia,19-11-2024,7,890,0.26,1278,4610.2
Mouse,Office,Cust_489,Germany,25-03-2023,4,1780,0.12,1062,6265.6
Phone,Accessories,Cust_379,Germany,01-09-2023,6,1089,0.08,1143,6011.28
Phone,Accessories,Cust_468,UK,18-06-2022,4,417,0.1,1246,1501.2
Tablet,Electronics,Cust_253,Germany,27-02-2024,7,1437,0.02,411,9857.82
Monitor,Office,Cust_478,Australia,06-06-2023,8,964,0.21,113,6092.48
Phone,Office,Cust_396,India,21-06-2024,3,687,0.05,376,1957.95
Laptop,Electronics,Cust_192,Germany,07-06-2023,7,574,0.01,1398,3977.82
Headphones,Electronics,Cust_87,Australia,27-09-2022,8,529,0.18,1231,3470.24
Headphones,Electronics,Cust_156,India,25-06-2022,6,508,0.02,1234,2987.04
Laptop,Electronics,Cust_409,UK,15-09-2022,1,77,0.06,686,72.38
Printer,Accessories,Cust_216,UK,25-02-2024,5,493,0.09,528,2243.15
Monitor,Electronics,Cust_396,Germany,21-04-2023,6,1298,0.1,,7009.2
Printer,Accessories,Cust_445,UK,15-01-2024,4,1944,0.2,1250,6220.8
Tablet,Office,Cust_318,Australia,05-04-2023,6,1793,0.19,539,8713.98
Headphones,Office,Cust_467,India,08-02-2024,7,1901,0.06,245,12508.58
Mouse,Electronics,Cust_255,USA,19-10-2023,1,1371,0.06,1421,1288.74
Headphones,Accessories,Cust_342,India,24-03-2024,7,1330,0.23,351,7168.7
Monitor,Office,Cust_253,USA,04-05-2024,2,620,0.2,1255,992
Phone,Accessories,Cust_467,India,31-03-2022,9,879,0.05,1112,75154.5
Keyboard,Office,Cust_201,Germany,10-12-2022,1,302,0.09,1109,274.82
Mouse,Office,Cust_354,USA,05-02-2022,9,580,0.28,532,3758.4
Headphones,Electronics,Cust_309,Australia,29-04-2022,7,891,0.3,309,4365.9
Monitor,Electronics,Cust_259,Australia,27-06-2023,7,1157,0.17,175,6722.17
Mouse,Office,Cust_459,Canada,10-04-2023,2,330,0.21,231,521.4
Keyboard,Electronics,Cust_144,Germany,18-07-2022,6,1501,0.21,816,7114.74
Monitor,Electronics,Cust_281,Germany,14-08-2024,2,416,0,1386,832
Monitor,Accessories,Cust_474,India,07-02-2022,3,1709,0.22,602,3999.06
Phone,Accessories,Cust_131,UK,16-05-2022,5,1179,0.07,439,5482.35
Phone,Accessories,Cust_21,Canada,02-12-2022,4,723,0.23,448,2226.84
Tablet,Office,Cust_66,India,26-07-2024,8,1590,0.02,543,12465.6
Monitor,Office,Cust_409,Australia,25-10-2024,8,305,0.21,228,1927.6
Phone,Accessories,Cust_201,Australia,26-04-2023,9,1181,0.21,1392,8396.91
Tablet,Accessories,Cust_340,Germany,22-06-2023,3,884,0.15,626,2254.2
Mouse,Accessories,Cust_211,Australia,15-11-2022,8,555,0.01,1102,4395.6
Headphones,Office,Cust_72,Canada,19-03-2023,1,1715,0.04,927,1646.4
Printer,Electronics,Cust_32,India,10-03-2023,6,1416,0.29,387,6032.16
Phone,Accessories,Cust_187,Germany,05-02-2023,6,1200,0.05,,6840
Monitor,Office,Cust_374,USA,02-11-2022,3,391,0.25,35,879.75
Keyboard,Accessories,Cust_28,India,30-11-2023,7,781,0.29,437,3881.57
Phone,Office,Cust_405,Australia,03-06-2024,9,452,0.03,810,3945.96
Tablet,Accessories,Cust_171,Canada,16-11-2024,6,1319,0.08,1382,7280.88
Printer,Office,Cust_293,Germany,14-11-2022,3,1562,0.04,292,4498.56
Mouse,Electronics,Cust_35,Germany,02-02-2022,1,1739,0.13,613,1512.93
Tablet,Electronics,Cust_205,Australia,27-03-2022,1,571,0.24,1429,433.96
Tablet,Accessories,Cust_80,Germany,22-04-2022,2,1129,0.01,1083,2235.42
Laptop,Accessories,Cust_450,USA,25-04-2023,1,1830,0.18,803,1500.6
Tablet,Office,Cust_20,India,27-04-2022,6,887,0.19,460,4310.82
Phone,Electronics,Cust_259,India,07-06-2023,3,250,0.03,817,727.5
Keyboard,Accessories,Cust_141,India,25-12-2022,3,361,0.27,961,790.59
Mouse,Accessories,Cust_437,Australia,02-11-2023,3,660,0.24,149,1504.8
Printer,Accessories,Cust_8,UK,30-01-2024,3,1506,0.08,1113,4156.56
,Accessories,Cust_157,USA,17-06-2022,8,159,0.22,1398,992.16
Phone,Electronics,Cust_473,Canada,28-10-2024,7,1390,0.04,1375,9340.8
Tablet,Office,Cust_195,Germany,30-03-2023,4,694,0.25,1482,2082
Keyboard,Electronics,Cust_308,Australia,31-07-2023,3,753,0.1,781,2033.1
Phone,Office,Cust_56,USA,26-08-2022,5,1636,0.03,1338,7934.6
Phone,Electronics,Cust_99,UK,10-08-2023,9,1803,0.02,938,15902.46
Tablet,Electronics,Cust_234,Germany,26-04-2024,6,1790,0.17,,8914.2
Mouse,Accessories,Cust_333,India,24-02-2023,8,1869,0.18,836,12260.64
Headphones,Office,Cust_349,Germany,22-04-2023,1,322,0.05,44,305.9
Headphones,Electronics,Cust_315,Germany,10-10-2022,4,1863,0.03,771,7228.44
Printer,Office,Cust_343,Australia,12-10-2022,2,338,0.04,630,648.96
Mouse,Office,Cust_12,Australia,07-06-2024,1,1991,0.18,1128,1632.62
Headphones,Accessories,Cust_190,India,09-04-2024,5,1978,0.09,407,8999.9
Phone,Accessories,Cust_341,Canada,09-06-2022,1,1079,0.11,626,960.31
Laptop,Office,Cust_407,India,08-11-2024,5,433,0.17,668,1796.95
Monitor,Electronics,Cust_16,Germany,25-09-2024,2,294,0.18,346,482.16
Monitor,Office,Cust_447,Canada,26-07-2024,3,1361,0.12,1424,3593.04
Printer,Office,Cust_451,UK,29-03-2022,1,444,0.25,1227,333
Headphones,Accessories,Cust_264,USA,06-04-2023,2,103,0.2,1492,164.8
Mouse,Accessories,Cust_218,Canada,04-09-2023,1,532,0.09,1110,484.12
Monitor,Accessories,Cust_297,India,01-02-2022,4,1502,0.22,610,4686.24
Laptop,Electronics,Cust_323,UK,12-10-2023,7,1089,0.17,242,6327.09
Mouse,Electronics,Cust_27,Canada,10-01-2023,6,580,0.07,158,3236.4
Printer,Accessories,Cust_450,Germany,26-06-2023,7,588,0.24,772,3128.16
Tablet,Office,Cust_158,Germany,22-12-2022,3,429,0.09,370,1171.17
Laptop,Accessories,Cust_384,Australia,25-03-2024,9,222,0.07,,1858.14
Headphones,Office,Cust_38,Canada,18-11-2022,1,494,0.18,791,405.08
Headphones,Office,Cust_297,India,20-07-2023,8,235,0.2,651,1504
Monitor,Accessories,Cust_337,UK,02-10-2024,7,643,0,491,4501
,Accessories,Cust_49,India,26-06-2024,1,476,0.09,81,433.16
Phone,Office,Cust_305,UK,18-01-2022,5,166,0.12,662,730.4
Keyboard,Electronics,Cust_350,Canada,06-09-2024,9,840,0.23,174,5821.2
Mouse,Electronics,Cust_211,Australia,06-07-2022,5,124,,1161,483.6
Headphones,Electronics,Cust_78,Australia,13-06-2022,5,1356,0.26,437,5017.2
Tablet,Accessories,Cust_195,Canada,03-10-2024,2,544,0.11,230,968.32
Phone,Office,Cust_365,USA,09-09-2024,6,1875,0.25,701,8437.5
Keyboard,Office,Cust_198,UK,10-12-2023,5,648,0.01,1287,3207.6
Monitor,Office,Cust_98,Australia,28-09-2022,3,1161,0.14,833,2995.38
Tablet,Accessories,Cust_176,India,14-08-2022,9,1175,0.3,486,7402.5
Tablet,Accessories,Cust_9,Australia,22-09-2023,9,1300,0.12,836,10296
Phone,Electronics,Cust_407,Canada,30-01-2024,2,974,0.25,1216,1461
Keyboard,Accessories,Cust_266,Germany,11-08-2022,4,891,0.18,703,2922.48
Printer,Electronics,Cust_202,Germany,27-02-2023,4,881,0.12,279,3101.12
Monitor,Office,Cust_253,Australia,14-07-2022,4,520,0.21,988,1643.2
Keyboard,Electronics,Cust_473,USA,09-03-2023,9,322,0.06,124,2724.12
Mouse,Accessories,Cust_116,Australia,14-09-2024,5,1699,0.15,272,7220.75
Headphones,Accessories,Cust_275,UK,12-05-2024,3,400,0.19,263,972
Headphones,Office,Cust_107,UK,12-08-2022,4,83,0.26,1423,245.68
,Electronics,Cust_67,Germany,20-02-2022,1,381,0.19,1089,308.61
Printer,Accessories,Cust_433,India,23-07-2024,4,1582,0.19,523,5125.68
Tablet,Electronics,Cust_417,UK,02-12-2023,2,1038,0.21,1078,1640.04
Monitor,Electronics,Cust_401,USA,07-12-2023,8,400,0.14,1156,2752
Mouse,Office,Cust_103,Australia,02-02-2022,7,393,0.25,421,2063.25
Mouse,Accessories,Cust_61,Australia,07-09-2024,3,632,0.15,320,1611.6
Tablet,Electronics,Cust_198,USA,29-07-2022,5,1470,0.19,500,5953.5
Tablet,Office,Cust_270,Germany,02-08-2022,5,1760,,647,6600
Headphones,Accessories,Cust_154,UK,26-05-2022,6,451,0.04,584,2597.76
Printer,Accessories,Cust_324,UK,18-02-2023,1,494,0.13,578,429.78
Mouse,Office,Cust_431,Australia,22-06-2023,3,1776,0.18,45,4368.96
Keyboard,Accessories,Cust_294,Australia,22-11-2022,6,924,0.05,710,5266.8
Mouse,Accessories,Cust_233,UK,29-04-2024,4,1643,0.28,762,4731.84
Headphones,Electronics,Cust_299,UK,29-12-2022,4,907,0.11,,3228.92
Headphones,Electronics,Cust_115,Germany,12-06-2022,1,1311,0.2,889,1048.8
Printer,Electronics,Cust_229,Canada,26-07-2024,6,823,0.22,246,3851.64
Laptop,Electronics,Cust_475,India,03-08-2023,6,245,0.26,1098,1087.8
Mouse,Accessories,Cust_427,Germany,06-08-2023,5,702,0.21,1188,2772.9
Laptop,Accessories,Cust_263,UK,01-02-2024,3,1856,0.14,184,4788.48
Mouse,Accessories,Cust_240,Canada,28-10-2023,4,747,0.1,200,2689.2
Printer,Electronics,Cust_29,Germany,04-03-2023,8,1285,0.24,1388,7812.8
Printer,Electronics,Cust_208,USA,21-07-2023,1,792,0.03,1425,768.24
Monitor,Accessories,Cust_193,Australia,22-09-2022,5,204,0.24,669,775.2
Laptop,Accessories,Cust_163,Canada,01-08-2024,9,682,0.09,49,55855.8
Laptop,Electronics,Cust_280,Canada,25-04-2024,3,1809,0.21,587,4287.33
Mouse,Office,Cust_251,Canada,14-12-2024,5,1854,0.15,1462,7879.5
Headphones,Accessories,Cust_29,USA,24-08-2024,3,931,0.26,525,2066.82
Laptop,Office,Cust_288,Canada,14-05-2022,6,1667,0.04,598,9601.92
Laptop,Electronics,Cust_248,UK,19-03-2024,3,1053,,932,2937.87
Monitor,Accessories,Cust_304,Canada,18-11-2023,3,1437,0.09,1264,3923.01
Monitor,Accessories,Cust_484,Canada,22-06-2024,7,1586,0.12,1331,9769.76
Printer,Electronics,Cust_359,Australia,02-10-2022,5,51,0.14,1422,219.3
Printer,Electronics,Cust_257,Germany,18-03-2022,5,687,0.05,1280,3263.25
Printer,Accessories,Cust_173,USA,30-07-2023,1,1365,0.09,1131,1242.15
Laptop,Office,Cust_332,USA,12-01-2024,8,290,0.27,1306,1693.6
Monitor,Office,Cust_28,Germany,30-07-2023,9,1646,0.17,765,12295.62
Laptop,Electronics,Cust_234,Germany,27-02-2022,6,1379,0.19,1013,6701.94
Mouse,Electronics,Cust_200,Australia,09-04-2023,5,1147,0.08,1207,5276.2
Keyboard,Electronics,Cust_47,Canada,27-08-2022,4,916,0.11,852,3260.96
Laptop,Electronics,Cust_359,Canada,02-06-2024,9,942,0.07,714,7884.54
Headphones,Office,Cust_8,USA,05-10-2023,1,989,0.09,153,899.99
Keyboard,Accessories,Cust_207,Australia,15-10-2023,8,1298,0.11,1082,9241.76
Mouse,Electronics,Cust_228,India,29-12-2023,9,1653,0.19,845,12050.37
Monitor,Office,Cust_146,USA,10-03-2022,1,360,0.27,537,262.8
Monitor,Accessories,Cust_189,Canada,20-02-2023,4,583,0.28,1351,1679.04
Keyboard,Office,Cust_227,Australia,18-05-2022,7,1261,0.01,1202,8738.73
Monitor,Office,Cust_222,USA,25-01-2024,2,1658,0.13,1199,2884.92
Printer,Office,Cust_376,Germany,20-07-2022,3,895,0.24,414,2040.6
Phone,Electronics,Cust_130,USA,22-02-2023,3,1875,0.17,292,4668.75
Tablet,Accessories,Cust_337,Germany,06-09-2023,1,469,0.03,855,454.93
Phone,Accessories,Cust_131,UK,25-02-2022,4,977,0.15,312,3321.8
Laptop,Electronics,Cust_370,UK,27-11-2023,2,1572,0.26,788,2326.56
Phone,Accessories,Cust_135,Germany,04-01-2024,5,814,0.25,108,3052.5
Laptop,Office,Cust_269,India,11-12-2022,3,1535,0.09,398,4190.55
Laptop,Office,Cust_238,India,20-10-2022,7,592,0.07,919,3853.92
Keyboard,Accessories,Cust_340,USA,10-05-2024,2,1435,0.17,142,2382.1
Mouse,Electronics,Cust_257,Germany,22-02-2022,7,627,0.1,349,3950.1
Laptop,Accessories,Cust_303,Canada,29-09-2023,7,949,0.01,276,6576.57
Laptop,Electronics,Cust_207,UK,11-12-2024,8,1255,0.19,757,8132.4
Headphones,Accessories,Cust_290,Canada,27-01-2023,4,279,0.13,1400,970.92
Mouse,Electronics,Cust_495,Germany,24-11-2024,4,235,0.03,97,911.8
Headphones,Electronics,Cust_190,UK,28-04-2024,8,1551,0.16,978,10422.72
Printer,Accessories,Cust_59,India,26-10-2024,5,657,0.15,984,2792.25
Headphones,Electronics,Cust_189,USA,08-10-2023,5,1761,0.06,1002,8276.7
Phone,Accessories,Cust_500,USA,14-06-2024,8,657,0.1,,4730.4
Laptop,Accessories,Cust_198,USA,21-10-2024,1,1820,0.22,1077,1419.6
Monitor,Accessories,Cust_15,Australia,08-05-2023,9,801,0.19,491,5839.29
Monitor,Electronics,Cust_245,USA,06-04-2024,1,341,0,566,341
Monitor,Electronics,Cust_334,India,09-02-2022,7,1801,0.05,1268,11976.65
Printer,Accessories,Cust_338,UK,23-10-2022,5,1784,0.08,1275,8206.4
Printer,Office,Cust_457,Canada,26-12-2022,3,1620,0.23,1313,3742.2
Tablet,Accessories,Cust_473,UK,29-02-2024,3,932,0.07,450,2600.28
Monitor,Electronics,Cust_180,India,09-08-2022,5,1134,0.19,1233,4592.7
Mouse,Electronics,Cust_376,Canada,12-11-2024,9,1576,0.1,288,12765.6
Printer,Electronics,Cust_146,Canada,07-01-2022,2,1642,0.16,253,2758.56
Laptop,Electronics,Cust_413,Australia,15-12-2022,9,1414,0.1,1180,11453.4
Printer,Electronics,Cust_246,USA,30-08-2022,5,1684,0.14,574,7241.2
Laptop,Accessories,Cust_165,USA,09-06-2023,9,267,0.19,375,1946.43
Printer,Electronics,Cust_74,UK,23-10-2023,6,1106,0.11,1460,5906.04
Tablet,Accessories,Cust_300,Germany,07-08-2024,9,207,0.12,331,1639.44
Phone,Accessories,Cust_302,UK,04-04-2023,4,670,0.09,1423,2438.8
Monitor,Accessories,Cust_447,Australia,20-12-2024,1,875,0.07,1074,813.75
Printer,Electronics,Cust_390,Canada,01-12-2022,5,282,0.03,1462,1367.7
Tablet,Accessories,Cust_474,Australia,27-12-2023,3,1543,0.16,438,3888.36
Tablet,Office,Cust_218,Canada,26-03-2022,7,1371,,1194,8829.24
Laptop,Accessories,Cust_476,Australia,18-04-2022,9,1347,0.16,71,10183.32
Mouse,Electronics,Cust_427,Germany,19-03-2024,1,1310,0.03,466,1270.7
Laptop,Electronics,Cust_46,USA,25-10-2023,4,1053,0.1,223,3790.8
Headphones,Accessories,Cust_20,USA,23-01-2023,8,739,0.03,252,5734.64
Monitor,Electronics,Cust_198,Canada,27-11-2024,7,899,0.09,983,5726.63
Tablet,Accessories,Cust_386,USA,05-01-2022,2,1443,0.14,175,2481.96
Tablet,Electronics,Cust_353,India,20-07-2022,2,428,0.17,375,710.48
Phone,Electronics,Cust_208,Australia,14-06-2024,7,725,0.26,909,37555
Printer,Accessories,Cust_393,India,24-12-2022,5,1655,0.17,911,6868.25
Monitor,Electronics,Cust_172,UK,06-03-2023,2,470,0.01,134,930.6
Mouse,Office,Cust_496,India,15-10-2023,2,256,0.3,435,358.4
Keyboard,Office,Cust_351,Germany,18-09-2023,7,1561,0.06,567,10271.38
Headphones,Accessories,Cust_25,Canada,18-07-2024,3,1088,0.11,625,2904.96
Laptop,Accessories,Cust_444,Australia,16-07-2022,3,1254,0.21,1477,2971.98
Monitor,Office,Cust_189,Germany,28-04-2023,7,519,0.28,1230,2615.76
Monitor,Electronics,Cust_107,India,26-05-2023,8,558,0.15,1365,3794.4
Phone,Electronics,Cust_158,Germany,15-02-2023,4,1929,0.09,1284,7021.56
Monitor,Electronics,Cust_131,UK,08-09-2024,8,1312,0.27,1412,7662.08
Tablet,Electronics,Cust_126,Australia,01-11-2023,6,977,0.13,726,5099.94
Headphones,Office,Cust_183,Canada,17-07-2022,3,484,0.17,673,1205.16
Phone,Office,Cust_235,Canada,17-07-2023,4,1553,0.06,335,5839.28
Laptop,Electronics,Cust_377,UK,13-02-2024,2,1097,0.15,1427,1864.9
Keyboard,Electronics,Cust_413,UK,10-06-2022,9,1884,0.24,1281,12886.56
Keyboard,Electronics,Cust_174,UK,16-12-2024,7,760,0.12,647,4681.6
Printer,Accessories,Cust_328,Canada,24-12-2022,7,342,0.13,533,2082.78
Laptop,Office,Cust_422,Germany,14-09-2022,7,1836,0.21,345,10153.08
Mouse,Accessories,Cust_206,India,15-08-2023,8,1194,0.05,837,9074.4
Phone,Office,Cust_231,Germany,11-10-2024,5,795,0.13,844,3458.25
Laptop,Accessories,Cust_297,India,16-11-2023,3,517,0.23,253,1194.27
Phone,Office,Cust_184,Canada,18-03-2024,9,130,0.04,288,1123.2
Tablet,Electronics,Cust_182,India,12-12-2024,2,202,0.22,738,315.12
Printer,Accessories,Cust_312,UK,02-12-2024,5,1435,0.27,742,5237.75
Mouse,Electronics,Cust_230,UK,14-11-2024,9,1472,0.2,433,10598.4
Phone,Accessories,Cust_95,Canada,25-03-2022,7,949,0.07,791,6177.99
Keyboard,Office,Cust_133,India,22-11-2023,8,594,0.01,804,4704.48
Tablet,Accessories,Cust_395,India,21-11-2023,6,1306,0.1,771,7052.4
Phone,Accessories,Cust_199,Australia,21-11-2024,5,819,0.19,885,3316.95
Phone,Accessories,Cust_332,Australia,19-02-2023,5,1914,0.04,658,9187.2
Keyboard,Electronics,Cust_313,USA,30-12-2022,9,1057,0.24,703,7229.88
Monitor,Office,Cust_183,Canada,02-07-2024,3,832,0.12,114,2196.48
Printer,Accessories,Cust_101,Germany,23-03-2022,7,641,0.24,,3410.12
Phone,Accessories,Cust_220,UK,18-04-2024,5,1191,0.03,1438,5776.35
Monitor,Accessories,Cust_235,Canada,16-02-2024,7,982,0.05,912,6530.3
Keyboard,Office,Cust_191,Canada,12-03-2022,8,535,0.14,317,3680.8
Monitor,Office,Cust_365,USA,24-02-2023,6,1603,0.19,976,7790.58
Keyboard,Accessories,Cust_214,USA,21-04-2024,6,1117,0.04,137,6433.92
Mouse,Accessories,Cust_393,USA,12-11-2024,5,1793,0.05,829,8516.75
Printer,Accessories,Cust_330,Germany,03-01-2023,6,138,0.02,430,811.44
Mouse,Electronics,Cust_211,India,06-03-2023,2,1636,0.14,695,2813.92
Tablet,Electronics,Cust_113,India,14-04-2024,9,387,0.25,1244,2612.25
Phone,Electronics,Cust_359,UK,13-02-2024,4,860,0.25,1490,2580
Headphones,Office,Cust_453,Australia,30-09-2022,1,1831,0.04,382,1757.76
Tablet,Electronics,Cust_89,India,12-12-2023,1,1791,0.23,946,1379.07
Mouse,Accessories,Cust_145,Germany,05-04-2023,3,115,0.1,639,310.5
Headphones,Accessories,Cust_134,USA,16-02-2024,5,483,,601,1762.95
Tablet,Accessories,Cust_155,UK,10-06-2022,3,1529,0.08,359,4220.04
Tablet,Electronics,Cust_85,Germany,26-07-2022,8,324,0.14,1455,2229.12
Printer,Accessories,Cust_110,USA,05-02-2024,8,663,0.29,50,3765.84
Printer,Office,Cust_153,UK,12-03-2022,8,786,0.17,1424,5219.04
Monitor,Office,Cust_205,Canada,10-01-2023,6,541,0.01,244,3213.54
Mouse,Electronics,Cust_418,India,27-11-2023,3,1649,0.27,585,3611.31
Tablet,Electronics,Cust_171,Germany,22-08-2022,7,512,0.01,748,3548.16
Headphones,Electronics,Cust_354,Australia,04-03-2024,4,1355,0.3,1272,3794
Tablet,Accessories,Cust_231,Canada,25-04-2022,6,487,0.19,304,2366.82
Headphones,Electronics,Cust_72,India,03-08-2022,4,919,0.27,1269,2683.48
Keyboard,Accessories,Cust_167,Australia,20-04-2023,7,1997,0.25,104,10484.25
Mouse,Electronics,Cust_156,Australia,20-10-2024,4,1151,0.03,319,4465.88
Headphones,Accessories,Cust_15,UK,24-05-2024,4,750,0.12,1049,2640
Headphones,Office,Cust_356,USA,15-07-2023,1,776,0.07,99,721.68
Laptop,Accessories,Cust_128,Australia,30-05-2022,3,58,0.02,1123,170.52
Printer,Accessories,Cust_323,USA,03-06-2024,2,1960,0.08,499,3606.4
Laptop,Office,Cust_231,Germany,23-05-2023,6,1825,0.22,1030,8541
Printer,Electronics,Cust_171,UK,18-03-2024,5,595,0.13,1115,2588.25
Keyboard,Office,Cust_15,UK,26-01-2023,1,1538,0.12,1377,1353.44
Keyboard,Electronics,Cust_61,UK,17-12-2024,9,1989,0.19,204,14499.81
Mouse,Accessories,Cust_136,Germany,26-02-2024,4,155,0.06,696,582.8
Phone,Accessories,Cust_404,Canada,12-12-2022,6,1230,0.28,,5313.6
Printer,Accessories,Cust_495,Germany,12-01-2023,7,267,,408,1513.89
Monitor,Electronics,Cust_279,Australia,24-05-2023,6,1786,0.07,225,9965.88
Printer,Accessories,Cust_387,India,10-09-2024,8,1278,0.12,960,8997.12
Laptop,Accessories,Cust_10,USA,11-08-2024,3,1092,0.04,204,3144.96
Printer,Office,Cust_305,Canada,29-09-2022,9,855,0.25,593,5771.25
Headphones,Electronics,Cust_115,Germany,12-07-2024,8,376,0.25,710,2256
Headphones,Electronics,Cust_403,Australia,28-10-2023,4,1428,0.03,1260,5540.64
Mouse,Electronics,Cust_230,Germany,25-02-2024,3,289,0.01,965,858.33
Headphones,Accessories,Cust_477,India,24-12-2023,3,1061,0.27,1110,2323.59
,Office,Cust_163,Australia,24-07-2024,4,1988,0.22,351,6202.56
Headphones,Electronics,Cust_159,India,21-11-2024,9,150,0.2,776,1080
Laptop,Office,Cust_68,Canada,05-09-2023,3,1490,0.03,1071,4335.9
Laptop,Office,Cust_234,Canada,03-07-2022,3,559,0.28,157,1207.44
Tablet,Office,Cust_317,USA,30-09-2022,8,627,0.16,1058,4213.44
Laptop,Electronics,Cust_371,India,20-03-2023,5,1012,0.07,1207,4705.8
Phone,Office,Cust_321,Canada,07-06-2022,9,1177,0.16,508,8898.12
Keyboard,Office,Cust_344,Canada,18-10-2024,3,1708,0.02,810,5021.52
Printer,Electronics,Cust_483,UK,06-07-2024,9,860,0.11,135,6888.6
Headphones,Office,Cust_486,USA,05-12-2024,8,1110,0.25,468,6660
Mouse,Office,Cust_326,Germany,02-03-2024,9,1678,0.3,549,10571.4
Laptop,Accessories,Cust_292,Germany,15-06-2024,7,175,,618,1151.5
Keyboard,Accessories,Cust_435,Germany,24-05-2023,4,156,0.27,803,455.52
Mouse,Office,Cust_152,India,17-04-2022,2,1610,0.29,578,2286.2
Monitor,Accessories,Cust_104,India,12-03-2023,3,979,0.21,909,2320.23
Mouse,Office,Cust_281,India,14-03-2023,4,115,0.14,1363,395.6
Mouse,Electronics,Cust_83,Canada,08-02-2023,8,1105,0.07,874,8221.2
Printer,Accessories,Cust_326,India,02-12-2022,3,177,0.15,757,451.35
Phone,Accessories,Cust_471,Australia,24-09-2023,3,281,0.24,381,640.68
Monitor,Electronics,Cust_133,Australia,06-09-2023,7,591,0.04,438,3971.52
Monitor,Accessories,Cust_223,India,08-02-2024,6,843,0.13,234,4400.46
Headphones,Accessories,Cust_427,USA,27-01-2023,7,1252,0,1327,8764
Keyboard,Accessories,Cust_285,USA,12-01-2024,9,521,0.1,369,4220.1
Phone,Electronics,Cust_242,Germany,18-10-2024,4,412,0.14,450,1417.28
Phone,Electronics,Cust_170,India,26-05-2022,5,686,,927,3121.3
Phone,Accessories,Cust_273,Canada,15-08-2024,3,1636,0.22,1208,3828.24
Laptop,Office,Cust_417,Germany,20-06-2023,9,1014,0.06,1153,8578.44
Mouse,Accessories,Cust_92,Canada,13-04-2022,9,1816,0.07,1428,15199.92
Mouse,Electronics,Cust_58,Australia,21-11-2022,4,358,0.1,484,1288.8
Printer,Accessories,Cust_210,USA,03-01-2022,2,326,0.13,721,567.24
Tablet,Office,Cust_144,Canada,04-02-2023,9,1056,0.18,693,7793.28
Tablet,Accessories,Cust_89,India,07-08-2022,3,1619,0.1,306,4371.3
Mouse,Electronics,Cust_41,USA,08-05-2024,5,743,0.28,567,2674.8
Tablet,Office,Cust_402,UK,09-06-2022,9,812,0.12,1094,6431.04
Tablet,Office,Cust_401,Germany,02-03-2022,2,979,0.2,674,1566.4
Phone,Office,Cust_210,Germany,23-05-2022,6,715,0.26,547,3174.6
Printer,Accessories,Cust_413,USA,31-10-2022,1,1022,0.17,997,848.26
Mouse,Accessories,Cust_48,India,05-07-2024,4,1946,0.13,456,6772.08
Mouse,Office,Cust_194,UK,03-05-2023,3,1172,0.25,457,2637
Phone,Office,Cust_47,USA,15-11-2024,7,232,0.15,1300,1380.4
Mouse,Accessories,Cust_113,Germany,28-10-2024,1,1736,0.15,884,1475.6
Headphones,Electronics,Cust_272,USA,01-05-2024,6,1841,0.23,754,8505.42
Keyboard,Accessories,Cust_240,UK,19-05-2023,2,71,0.02,1374,139.16
Printer,Office,Cust_303,USA,15-02-2023,8,322,0.29,902,1828.96
Printer,Electronics,Cust_24,UK,08-03-2024,2,1108,0.24,289,1684.16
Headphones,Office,Cust_154,Germany,20-05-2023,7,1691,0.24,,8996.12
Monitor,Electronics,Cust_122,India,08-11-2024,6,1711,0.27,1147,7494.18
Headphones,Accessories,Cust_222,USA,15-11-2024,7,1862,0.24,1215,9905.84
Phone,Office,Cust_374,Germany,28-09-2024,5,352,0.12,1144,1548.8
Tablet,Accessories,Cust_426,Canada,01-08-2023,2,751,0.19,1489,1216.62
Laptop,Electronics,Cust_79,India,26-05-2024,3,1461,0.06,748,4120.02
Phone,Office,Cust_289,Canada,02-02-2022,4,242,0.21,154,764.72
Phone,Electronics,Cust_242,Australia,08-08-2022,9,363,0.12,960,2874.96
Tablet,Office,Cust_79,UK,13-09-2024,4,694,0.14,43,2387.36
Printer,Electronics,Cust_363,UK,05-04-2024,8,58,0,744,464
Tablet,Accessories,Cust_292,Australia,06-12-2023,1,966,0.09,232,879.06
Tablet,Office,Cust_123,Germany,03-09-2024,2,1158,0.2,169,1852.8
Printer,Office,Cust_123,India,06-07-2024,5,1385,0.05,1096,6578.75
